,OPP,Result,MIN,FG%,3P%,FT%,REB,AST,BLK,STL,PF,TO,PTS,FGM,FGA,3PM,3PA,FTM,FTA,type,Date,season_id,player_id,player_name,team
0,BKN,W128-118,26.0,55.6,33.3,0.0,1.0,3.0,0.0,0.0,1.0,2.0,11.0,5.0,9.0,1.0,3.0,0.0,0.0,away,2020-07-31,2019,3415,D.J.Augustin,hou
0,MEM,W120-115,24.0,41.7,50.0,100.0,2.0,4.0,0.0,0.0,3.0,3.0,16.0,5.0,12.0,2.0,4.0,4.0,4.0,away,2020-03-10,2019,3415,D.J.Augustin,hou
1,HOU,W126-106,27.0,70.0,66.7,100.0,2.0,3.0,0.0,1.0,0.0,2.0,24.0,7.0,10.0,4.0,6.0,6.0,6.0,away,2020-03-08,2019,3415,D.J.Augustin,hou
2,MIN,W132-118,27.0,57.1,33.3,81.8,3.0,5.0,0.0,0.0,1.0,2.0,18.0,4.0,7.0,1.0,3.0,9.0,11.0,away,2020-03-06,2019,3415,D.J.Augustin,hou
3,MIA,L116-113,17.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,away,2020-03-04,2019,3415,D.J.Augustin,hou
4,POR,L130-107,23.0,14.3,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,2.0,1.0,7.0,0.0,3.0,0.0,0.0,home,2020-03-02,2019,3415,D.J.Augustin,hou
0,SA,L114-113,18.0,44.4,33.3,100.0,0.0,7.0,0.0,0.0,1.0,1.0,12.0,4.0,9.0,2.0,6.0,2.0,2.0,away,2020-02-29,2019,3415,D.J.Augustin,hou
1,MIN,W136-125,20.0,44.4,40.0,100.0,2.0,3.0,0.0,0.0,2.0,0.0,12.0,4.0,9.0,2.0,5.0,2.0,2.0,home,2020-02-28,2019,3415,D.J.Augustin,hou
2,ATL,W130-120,16.0,42.9,50.0,100.0,1.0,3.0,0.0,0.0,0.0,1.0,9.0,3.0,7.0,2.0,4.0,1.0,1.0,away,2020-02-26,2019,3415,D.J.Augustin,hou
3,BKN,W115-113,14.0,0.0,0.0,100.0,1.0,3.0,0.0,1.0,0.0,3.0,1.0,0.0,4.0,0.0,3.0,1.0,1.0,away,2020-02-24,2019,3415,D.J.Augustin,hou
4,DAL,L122-106,16.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,home,2020-02-21,2019,3415,D.J.Augustin,hou
0,SAC,W114-112,25.0,28.6,20.0,100.0,4.0,1.0,0.0,0.0,0.0,2.0,6.0,2.0,7.0,1.0,5.0,1.0,1.0,away,2020-01-13,2019,3415,D.J.Augustin,hou
1,WSH,W123-89,23.0,33.3,66.7,76.9,2.0,3.0,0.0,0.0,3.0,1.0,18.0,3.0,9.0,2.0,3.0,10.0,13.0,home,2020-01-08,2019,3415,D.J.Augustin,hou
2,BKN,W101-89,28.0,50.0,50.0,66.7,4.0,6.0,0.0,0.0,1.0,2.0,16.0,4.0,8.0,2.0,4.0,6.0,9.0,home,2020-01-06,2019,3415,D.J.Augustin,hou
3,UTAH,L109-96,24.0,40.0,33.3,0.0,0.0,5.0,0.0,0.0,0.0,2.0,5.0,2.0,5.0,1.0,3.0,0.0,0.0,home,2020-01-04,2019,3415,D.J.Augustin,hou
4,MIA,W105-85,29.0,20.0,33.3,100.0,2.0,7.0,0.0,2.0,1.0,3.0,9.0,2.0,10.0,1.0,3.0,4.0,4.0,home,2020-01-03,2019,3415,D.J.Augustin,hou
5,WSH,W122-101,31.0,46.7,33.3,90.0,3.0,9.0,0.0,2.0,2.0,1.0,25.0,7.0,15.0,2.0,6.0,9.0,10.0,away,2020-01-01,2019,3415,D.J.Augustin,hou
0,ATL,L101-93,29.0,44.4,33.3,88.9,5.0,6.0,0.0,1.0,1.0,3.0,17.0,4.0,9.0,1.0,3.0,8.0,9.0,home,2019-12-30,2019,3415,D.J.Augustin,hou
